Customer ID,SKU,Issue,Failure Component,Claim Date,Resolution,Repair Cost
CUST-37964,SKU-LG-OLED65-C3,Drifting Analog Stick,Magical Remote Sensor,2022-04-05,Unit Replaced Under Warranty,179.79
CUST-91039,SKU-DYS-V15-DETECT,Camera Sensor Artifacts,HEPA Filtration Cylinder,2022-08-12,Refurbished Board Soldered,120.98
CUST-55351,SKU-BOS-WASH-SER8,Drifting Analog Stick,Digital Touch Control Board,2022-01-10,Claim Rejected - User Damage,51.04
CUST-99463,SKU-NIN-SWITCH-OLED,Water Seal Compromise,Tegra X1 System Board,2022-09-07,Component Cleaned & Re-calibrated,81.57
CUST-47070,SKU-DYS-V15-DETECT,Screen Flicker / Dead Pixels,7-cell Click-in Battery,2022-09-20,Unit Replaced Under Warranty,79.56
CUST-15747,SKU-APP-IP14P-256,Camera Sensor Artifacts,Triple Camera Module,2023-06-05,Component Cleaned & Re-calibrated,142.18
CUST-31940,SKU-DEL-XPS15-9530,Camera Sensor Artifacts,NVIDIA RTX 4070 GPU,2022-03-26,Component Cleaned & Re-calibrated,627.11
CUST-92511,SKU-BOS-WASH-SER8,Battery Drain / Rapid Discharge,Heavy Weight Ballast Block,2022-03-09,Claim Rejected - User Damage,72.85
CUST-67047,SKU-SON-WH1000-M5,Screen Flicker / Dead Pixels,30-hour Battery,2023-07-05,Screen Assembly Swapped,58.98
CUST-19600,SKU-APP-MBA-M2,Battery Drain / Rapid Discharge,Liquid Retina Panel,2022-12-06,Unit Replaced Under Warranty,38.83
CUST-39837,SKU-APP-IP14P-256,Noisy Motor / Bearing Friction,OLED Display Assembly,2022-03-14,Component Cleaned & Re-calibrated,176.22
CUST-51471,SKU-DEL-XPS15-9530,Wireless Connectivity Loss,86Wh Battery Module,2023-10-08,Unit Replaced Under Warranty,281.82
CUST-91048,SKU-APP-IP14P-256,Screen Flicker / Dead Pixels,Titanium Frame,2022-01-07,Component Cleaned & Re-calibrated,193.69
CUST-75907,SKU-APP-MBA-M2,Battery Drain / Rapid Discharge,MagSafe 3 Connector,2022-03-16,Claim Rejected - User Damage,155.56
CUST-67367,SKU-APP-MBA-M2,Noisy Motor / Bearing Friction,52.6Wh Battery,2022-03-30,Component Cleaned & Re-calibrated,127.75
CUST-27875,SKU-LG-OLED65-C3,Battery Drain / Rapid Discharge,Power Supply Unit,2022-06-10,Unit Replaced Under Warranty,261.33
CUST-94926,SKU-LG-OLED65-C3,Noisy Motor / Bearing Friction,Magical Remote Sensor,2022-05-28,Claim Rejected - User Damage,157.04
CUST-10659,SKU-DYS-V15-DETECT,Drifting Analog Stick,Hyperdymium Motor,2022-05-25,Component Cleaned & Re-calibrated,37.45
CUST-49936,SKU-CAN-EOS-R6M2,Wireless Connectivity Loss,Magnesium Alloy Frame,2023-07-15,Component Cleaned & Re-calibrated,507.01
CUST-28671,SKU-SON-WH1000-M5,Logic Board Power Failure,Soft Fit Leather Earpads,2023-10-24,Unit Replaced Under Warranty,59.91
CUST-33770,SKU-SAM-GS23U-512,Logic Board Power Failure,Snapdragon 8 Gen 2 Board,2022-09-16,Component Cleaned & Re-calibrated,71.44
CUST-48096,SKU-CAN-EOS-R6M2,Drifting Analog Stick,24.2MP CMOS Full-Frame Sensor,2023-10-23,Unit Replaced Under Warranty,304.78
CUST-53365,SKU-APP-MBA-M2,Screen Flicker / Dead Pixels,52.6Wh Battery,2023-08-18,Screen Assembly Swapped,202.82
CUST-35362,SKU-DYS-V15-DETECT,Logic Board Power Failure,Laser Slim Fluffy Cleaner Head,2022-10-19,Battery Replacement,87.57
CUST-86568,SKU-DYS-V15-DETECT,Physical Port Corruption,7-cell Click-in Battery,2023-09-24,Refurbished Board Soldered,91.6
CUST-32103,SKU-SAM-GS23U-512,Water Seal Compromise,200MP Camera Sensor,2022-11-20,Refurbished Board Soldered,254.12
CUST-67163,SKU-APP-IP14P-256,Logic Board Power Failure,A16 Bionic Logic Board,2023-12-31,Screen Assembly Swapped,219.57
CUST-70666,SKU-DEL-XPS15-9530,Thermal Throttling / Overheating,4K OLED Touch Display,2022-12-06,Claim Rejected - User Damage,582.46
CUST-94613,SKU-NIN-SWITCH-OLED,Noisy Motor / Bearing Friction,Joy-Con Rail Controls,2023-07-19,Unit Replaced Under Warranty,31.42
CUST-92132,SKU-CAN-EOS-R6M2,Noisy Motor / Bearing Friction,24.2MP CMOS Full-Frame Sensor,2023-07-06,Screen Assembly Swapped,124.98
CUST-86269,SKU-APP-MBA-M2,Battery Drain / Rapid Discharge,M2 SoC Logic Board,2023-10-09,Component Cleaned & Re-calibrated,36.39
CUST-81233,SKU-CAN-EOS-R6M2,Water Seal Compromise,EVF Display Module,2022-02-07,Screen Assembly Swapped,305.76
CUST-87280,SKU-BOS-WASH-SER8,Thermal Throttling / Overheating,Digital Touch Control Board,2023-02-06,Refurbished Board Soldered,75.69
CUST-57692,SKU-DEL-XPS15-9530,Physical Port Corruption,NVIDIA RTX 4070 GPU,2023-06-07,Component Cleaned & Re-calibrated,82.5
CUST-77388,SKU-BOS-WASH-SER8,Logic Board Power Failure,EcoSilence Drive Motor,2023-12-02,Component Cleaned & Re-calibrated,62.65
CUST-96430,SKU-SAM-GS23U-512,Thermal Throttling / Overheating,S-Pen Digitizer,2023-08-03,Screen Assembly Swapped,251.74
CUST-40375,SKU-SAM-GS23U-512,Camera Sensor Artifacts,S-Pen Digitizer,2022-08-13,Battery Replacement,206.99
CUST-77880,SKU-APP-MBA-M2,Camera Sensor Artifacts,52.6Wh Battery,2022-02-13,Screen Assembly Swapped,269.03
CUST-95003,SKU-DYS-V15-DETECT,Physical Port Corruption,7-cell Click-in Battery,2022-02-17,Unit Replaced Under Warranty,29.03
CUST-44513,SKU-DYS-V15-DETECT,Drifting Analog Stick,Hyperdymium Motor,2022-10-08,Claim Rejected - User Damage,109.32
CUST-57880,SKU-CAN-EOS-R6M2,Water Seal Compromise,Magnesium Alloy Frame,2023-01-21,Screen Assembly Swapped,357.72
CUST-39215,SKU-CAN-EOS-R6M2,Drifting Analog Stick,24.2MP CMOS Full-Frame Sensor,2023-01-21,Refurbished Board Soldered,520.09
CUST-89195,SKU-BOS-WASH-SER8,Camera Sensor Artifacts,Digital Touch Control Board,2023-05-14,Refurbished Board Soldered,204.93
CUST-77441,SKU-APP-IP14P-256,Thermal Throttling / Overheating,Triple Camera Module,2022-06-19,Unit Replaced Under Warranty,85.49
CUST-25509,SKU-DEL-XPS15-9530,Thermal Throttling / Overheating,NVIDIA RTX 4070 GPU,2022-06-11,Screen Assembly Swapped,255.01
CUST-72759,SKU-SON-WH1000-M5,Camera Sensor Artifacts,30-hour Battery,2022-04-27,Claim Rejected - User Damage,44.74
CUST-12942,SKU-NIN-SWITCH-OLED,Water Seal Compromise,Tegra X1 System Board,2023-10-25,Screen Assembly Swapped,74.17
CUST-92515,SKU-SON-WH1000-M5,Thermal Throttling / Overheating,30mm Driver Units,2023-08-30,Component Cleaned & Re-calibrated,31.61
CUST-33597,SKU-BOS-WASH-SER8,Water Seal Compromise,EcoSilence Drive Motor,2022-02-27,Screen Assembly Swapped,62.76
CUST-96736,SKU-BOS-WASH-SER8,Water Seal Compromise,Digital Touch Control Board,2023-10-15,Component Cleaned & Re-calibrated,29.23
CUST-73133,SKU-DEL-XPS15-9530,Logic Board Power Failure,Intel i9-13900H Board,2023-09-14,Unit Replaced Under Warranty,655.41
CUST-33839,SKU-SAM-GS23U-512,Wireless Connectivity Loss,Snapdragon 8 Gen 2 Board,2022-05-27,Component Cleaned & Re-calibrated,214.91
CUST-69437,SKU-CAN-EOS-R6M2,Noisy Motor / Bearing Friction,Magnesium Alloy Frame,2023-12-04,Screen Assembly Swapped,199.42
CUST-24230,SKU-CAN-EOS-R6M2,Screen Flicker / Dead Pixels,Magnesium Alloy Frame,2023-01-23,Screen Assembly Swapped,221.2
CUST-29603,SKU-APP-IP14P-256,Drifting Analog Stick,OLED Display Assembly,2023-12-02,Component Cleaned & Re-calibrated,135.41
CUST-79655,SKU-CAN-EOS-R6M2,Thermal Throttling / Overheating,24.2MP CMOS Full-Frame Sensor,2023-09-22,Unit Replaced Under Warranty,330.31
CUST-89098,SKU-BOS-WASH-SER8,Screen Flicker / Dead Pixels,EcoSilence Drive Motor,2023-11-07,Unit Replaced Under Warranty,54.58
CUST-15693,SKU-BOS-WASH-SER8,Wireless Connectivity Loss,EcoSilence Drive Motor,2023-03-07,Component Cleaned & Re-calibrated,109.08
CUST-85513,SKU-BOS-WASH-SER8,Logic Board Power Failure,Digital Touch Control Board,2023-01-26,Unit Replaced Under Warranty,104.57
CUST-20986,SKU-APP-MBA-M2,Thermal Throttling / Overheating,Magic Keyboard,2023-05-04,Refurbished Board Soldered,304.54
CUST-10932,SKU-DEL-XPS15-9530,Drifting Analog Stick,Carbon Fiber Palmrest,2022-09-21,Unit Replaced Under Warranty,145.03
CUST-36924,SKU-CAN-EOS-R6M2,Screen Flicker / Dead Pixels,Magnesium Alloy Frame,2022-01-08,Component Cleaned & Re-calibrated,215.89
CUST-86725,SKU-DYS-V15-DETECT,Camera Sensor Artifacts,7-cell Click-in Battery,2022-06-08,Battery Replacement,68.03
CUST-46118,SKU-DEL-XPS15-9530,Drifting Analog Stick,4K OLED Touch Display,2023-08-02,Unit Replaced Under Warranty,257.18
CUST-58524,SKU-LG-OLED65-C3,Wireless Connectivity Loss,alpha9 AI Processor Gen6 Board,2023-07-25,Component Cleaned & Re-calibrated,238.73
CUST-62183,SKU-BOS-WASH-SER8,Physical Port Corruption,Heavy Weight Ballast Block,2022-11-11,Refurbished Board Soldered,156.13
CUST-23143,SKU-SAM-GS23U-512,Logic Board Power Failure,Dynamic AMOLED 2X Screen,2023-12-18,Unit Replaced Under Warranty,251.87
CUST-99727,SKU-SON-WH1000-M5,Wireless Connectivity Loss,Integrated Microphone Array,2023-07-18,Refurbished Board Soldered,50.18
CUST-29048,SKU-APP-IP14P-256,Wireless Connectivity Loss,OLED Display Assembly,2022-01-06,Claim Rejected - User Damage,236.55
CUST-58606,SKU-NIN-SWITCH-OLED,Wireless Connectivity Loss,Docking Station Mainboard,2022-03-07,Battery Replacement,40.52
CUST-62513,SKU-APP-MBA-M2,Battery Drain / Rapid Discharge,MagSafe 3 Connector,2023-01-29,Claim Rejected - User Damage,364.7
CUST-32973,SKU-CAN-EOS-R6M2,Noisy Motor / Bearing Friction,Magnesium Alloy Frame,2023-09-04,Claim Rejected - User Damage,54.25
CUST-77915,SKU-NIN-SWITCH-OLED,Battery Drain / Rapid Discharge,4310mAh Battery,2023-11-04,Screen Assembly Swapped,79.91
CUST-40365,SKU-DEL-XPS15-9530,Battery Drain / Rapid Discharge,NVIDIA RTX 4070 GPU,2023-06-07,Component Cleaned & Re-calibrated,352.54
CUST-30636,SKU-CAN-EOS-R6M2,Battery Drain / Rapid Discharge,DIGIC X Image Processor Board,2022-09-02,Refurbished Board Soldered,358.4
CUST-86818,SKU-APP-MBA-M2,Wireless Connectivity Loss,52.6Wh Battery,2023-11-17,Refurbished Board Soldered,169.23
CUST-21818,SKU-SON-WH1000-M5,Battery Drain / Rapid Discharge,Integrated Microphone Array,2023-12-22,Claim Rejected - User Damage,27.81
CUST-46242,SKU-BOS-WASH-SER8,Drifting Analog Stick,AquaStop Safety Valve,2022-12-23,Component Cleaned & Re-calibrated,103.88
CUST-44223,SKU-SON-WH1000-M5,Logic Board Power Failure,Integrated Microphone Array,2023-02-18,Unit Replaced Under Warranty,48.57
CUST-48568,SKU-SAM-GS23U-512,Drifting Analog Stick,S-Pen Digitizer,2023-07-27,Battery Replacement,42.3
CUST-85352,SKU-DYS-V15-DETECT,Drifting Analog Stick,Hyperdymium Motor,2023-07-05,Refurbished Board Soldered,107.13
CUST-54520,SKU-DEL-XPS15-9530,Wireless Connectivity Loss,86Wh Battery Module,2023-05-11,Component Cleaned & Re-calibrated,513.93
CUST-18854,SKU-NIN-SWITCH-OLED,Water Seal Compromise,4310mAh Battery,2023-05-09,Battery Replacement,31.86
CUST-77699,SKU-LG-OLED65-C3,Logic Board Power Failure,alpha9 AI Processor Gen6 Board,2023-02-27,Refurbished Board Soldered,448.26
CUST-98302,SKU-BOS-WASH-SER8,Noisy Motor / Bearing Friction,EcoSilence Drive Motor,2022-10-22,Screen Assembly Swapped,46.11
CUST-38647,SKU-DYS-V15-DETECT,Drifting Analog Stick,Hyperdymium Motor,2023-05-03,Screen Assembly Swapped,56.7
CUST-34925,SKU-CAN-EOS-R6M2,Thermal Throttling / Overheating,5-axis In-Body Stabilizer,2023-12-01,Claim Rejected - User Damage,498.5
CUST-37102,SKU-NIN-SWITCH-OLED,Logic Board Power Failure,Tegra X1 System Board,2022-09-05,Claim Rejected - User Damage,76.49
CUST-23983,SKU-SON-WH1000-M5,Logic Board Power Failure,Dual Noise Canceling Chips,2022-12-31,Component Cleaned & Re-calibrated,31.4
CUST-80972,SKU-APP-MBA-M2,Physical Port Corruption,M2 SoC Logic Board,2022-01-07,Component Cleaned & Re-calibrated,303.95
CUST-85303,SKU-APP-IP14P-256,Camera Sensor Artifacts,Titanium Frame,2022-11-19,Component Cleaned & Re-calibrated,154.49
CUST-85584,SKU-DEL-XPS15-9530,Thermal Throttling / Overheating,86Wh Battery Module,2022-10-14,Component Cleaned & Re-calibrated,277.65
CUST-14268,SKU-SAM-GS23U-512,Drifting Analog Stick,Dynamic AMOLED 2X Screen,2023-05-05,Unit Replaced Under Warranty,249.58
CUST-25776,SKU-BOS-WASH-SER8,Wireless Connectivity Loss,AquaStop Safety Valve,2022-06-28,Claim Rejected - User Damage,128.78
CUST-37623,SKU-BOS-WASH-SER8,Camera Sensor Artifacts,Digital Touch Control Board,2022-01-09,Claim Rejected - User Damage,27.68
CUST-44039,SKU-LG-OLED65-C3,Screen Flicker / Dead Pixels,Magical Remote Sensor,2023-01-06,Refurbished Board Soldered,296.46
CUST-90358,SKU-SAM-GS23U-512,Noisy Motor / Bearing Friction,200MP Camera Sensor,2022-10-03,Screen Assembly Swapped,137.65
CUST-58799,SKU-DYS-V15-DETECT,Thermal Throttling / Overheating,HEPA Filtration Cylinder,2023-03-11,Unit Replaced Under Warranty,46.26
CUST-85483,SKU-DYS-V15-DETECT,Noisy Motor / Bearing Friction,7-cell Click-in Battery,2022-07-04,Unit Replaced Under Warranty,82.71
CUST-59923,SKU-SON-WH1000-M5,Noisy Motor / Bearing Friction,30mm Driver Units,2023-07-23,Screen Assembly Swapped,42.72
CUST-75483,SKU-SON-WH1000-M5,Thermal Throttling / Overheating,Dual Noise Canceling Chips,2022-01-10,Unit Replaced Under Warranty,32.24
CUST-49326,SKU-SAM-GS23U-512,Drifting Analog Stick,200MP Camera Sensor,2022-11-20,Claim Rejected - User Damage,212.69
CUST-31409,SKU-DEL-XPS15-9530,Water Seal Compromise,Carbon Fiber Palmrest,2023-02-12,Battery Replacement,87.85
CUST-53864,SKU-APP-IP14P-256,Noisy Motor / Bearing Friction,OLED Display Assembly,2023-10-07,Unit Replaced Under Warranty,50.33
CUST-43779,SKU-DEL-XPS15-9530,Camera Sensor Artifacts,4K OLED Touch Display,2023-07-25,Component Cleaned & Re-calibrated,616.72
CUST-89374,SKU-DYS-V15-DETECT,Wireless Connectivity Loss,Hyperdymium Motor,2022-12-26,Battery Replacement,112.6
CUST-47304,SKU-SON-WH1000-M5,Water Seal Compromise,Integrated Microphone Array,2023-10-27,Claim Rejected - User Damage,47.08
CUST-59947,SKU-DYS-V15-DETECT,Drifting Analog Stick,HEPA Filtration Cylinder,2023-04-03,Unit Replaced Under Warranty,114.85
CUST-93962,SKU-CAN-EOS-R6M2,Physical Port Corruption,5-axis In-Body Stabilizer,2022-05-29,Claim Rejected - User Damage,466.94
CUST-19351,SKU-DYS-V15-DETECT,Water Seal Compromise,7-cell Click-in Battery,2023-02-19,Component Cleaned & Re-calibrated,110.74
CUST-48188,SKU-APP-MBA-M2,Camera Sensor Artifacts,Liquid Retina Panel,2022-11-18,Screen Assembly Swapped,140.66
CUST-57600,SKU-DEL-XPS15-9530,Wireless Connectivity Loss,Carbon Fiber Palmrest,2023-04-01,Refurbished Board Soldered,520.92
CUST-13027,SKU-CAN-EOS-R6M2,Physical Port Corruption,Magnesium Alloy Frame,2022-06-21,Unit Replaced Under Warranty,118.6
CUST-37600,SKU-SAM-GS23U-512,Noisy Motor / Bearing Friction,Snapdragon 8 Gen 2 Board,2023-12-19,Claim Rejected - User Damage,204.19
CUST-72021,SKU-SAM-GS23U-512,Screen Flicker / Dead Pixels,S-Pen Digitizer,2022-03-07,Battery Replacement,248.89
CUST-20911,SKU-BOS-WASH-SER8,Battery Drain / Rapid Discharge,EcoSilence Drive Motor,2023-06-21,Unit Replaced Under Warranty,198.65
CUST-61097,SKU-APP-MBA-M2,Water Seal Compromise,52.6Wh Battery,2022-03-28,Screen Assembly Swapped,264.01
CUST-26569,SKU-DEL-XPS15-9530,Logic Board Power Failure,NVIDIA RTX 4070 GPU,2022-10-18,Claim Rejected - User Damage,306.41
CUST-52624,SKU-SAM-GS23U-512,Thermal Throttling / Overheating,200MP Camera Sensor,2022-02-05,Battery Replacement,183.59
CUST-80685,SKU-NIN-SWITCH-OLED,Drifting Analog Stick,4310mAh Battery,2023-07-16,Refurbished Board Soldered,51.25
CUST-83922,SKU-SAM-GS23U-512,Water Seal Compromise,200MP Camera Sensor,2023-10-09,Unit Replaced Under Warranty,203.99
CUST-39770,SKU-LG-OLED65-C3,Drifting Analog Stick,Magical Remote Sensor,2022-12-22,Refurbished Board Soldered,238.37
CUST-49789,SKU-APP-MBA-M2,Noisy Motor / Bearing Friction,Magic Keyboard,2023-02-27,Refurbished Board Soldered,119.83
CUST-80136,SKU-APP-IP14P-256,Drifting Analog Stick,Lithium-Ion Battery,2022-12-19,Screen Assembly Swapped,100.42
CUST-48393,SKU-APP-IP14P-256,Physical Port Corruption,Titanium Frame,2022-01-10,Refurbished Board Soldered,226.42
CUST-83472,SKU-CAN-EOS-R6M2,Battery Drain / Rapid Discharge,DIGIC X Image Processor Board,2023-01-18,Component Cleaned & Re-calibrated,120.98
CUST-59592,SKU-LG-OLED65-C3,Logic Board Power Failure,Power Supply Unit,2023-10-24,Screen Assembly Swapped,197.65
CUST-90375,SKU-SON-WH1000-M5,Screen Flicker / Dead Pixels,Soft Fit Leather Earpads,2023-10-03,Unit Replaced Under Warranty,34.82
CUST-18973,SKU-DEL-XPS15-9530,Drifting Analog Stick,4K OLED Touch Display,2023-02-27,Refurbished Board Soldered,144.38
CUST-69345,SKU-SAM-GS23U-512,Noisy Motor / Bearing Friction,Snapdragon 8 Gen 2 Board,2023-10-15,Battery Replacement,133.83
CUST-16505,SKU-DEL-XPS15-9530,Physical Port Corruption,Carbon Fiber Palmrest,2022-11-25,Screen Assembly Swapped,37.32
CUST-67464,SKU-BOS-WASH-SER8,Thermal Throttling / Overheating,EcoSilence Drive Motor,2022-10-16,Battery Replacement,86.11
CUST-54815,SKU-APP-IP14P-256,Screen Flicker / Dead Pixels,OLED Display Assembly,2022-01-16,Screen Assembly Swapped,154.81
CUST-14159,SKU-LG-OLED65-C3,Physical Port Corruption,40W 2.2 Ch Speaker Array,2023-04-20,Refurbished Board Soldered,333.74
CUST-19356,SKU-DYS-V15-DETECT,Thermal Throttling / Overheating,Hyperdymium Motor,2022-09-30,Battery Replacement,103.34
CUST-11653,SKU-BOS-WASH-SER8,Thermal Throttling / Overheating,Digital Touch Control Board,2022-09-14,Screen Assembly Swapped,210.52
CUST-14392,SKU-APP-MBA-M2,Wireless Connectivity Loss,Liquid Retina Panel,2022-09-11,Unit Replaced Under Warranty,294.23
CUST-71974,SKU-SON-WH1000-M5,Screen Flicker / Dead Pixels,30-hour Battery,2023-11-13,Component Cleaned & Re-calibrated,65.27
CUST-82034,SKU-LG-OLED65-C3,Camera Sensor Artifacts,40W 2.2 Ch Speaker Array,2023-10-07,Screen Assembly Swapped,347.61
CUST-57241,SKU-BOS-WASH-SER8,Noisy Motor / Bearing Friction,EcoSilence Drive Motor,2023-10-16,Unit Replaced Under Warranty,92.83
CUST-11974,SKU-APP-IP14P-256,Screen Flicker / Dead Pixels,OLED Display Assembly,2023-10-11,Screen Assembly Swapped,139.18
CUST-11170,SKU-SAM-GS23U-512,Water Seal Compromise,5000mAh Battery,2023-02-10,Battery Replacement,213.61
CUST-21728,SKU-APP-IP14P-256,Physical Port Corruption,Triple Camera Module,2023-09-03,Claim Rejected - User Damage,65.76
CUST-91937,SKU-SON-WH1000-M5,Physical Port Corruption,Dual Noise Canceling Chips,2023-12-04,Battery Replacement,50.36
CUST-24076,SKU-APP-IP14P-256,Camera Sensor Artifacts,Lithium-Ion Battery,2022-06-07,Claim Rejected - User Damage,209.45
CUST-55523,SKU-SAM-GS23U-512,Logic Board Power Failure,S-Pen Digitizer,2023-07-26,Refurbished Board Soldered,213.47
CUST-27659,SKU-NIN-SWITCH-OLED,Battery Drain / Rapid Discharge,Tegra X1 System Board,2023-01-22,Claim Rejected - User Damage,46.13
CUST-81137,SKU-DEL-XPS15-9530,Physical Port Corruption,Intel i9-13900H Board,2023-03-25,Claim Rejected - User Damage,379.98
CUST-71393,SKU-NIN-SWITCH-OLED,Water Seal Compromise,Tegra X1 System Board,2023-07-11,Screen Assembly Swapped,45.51
CUST-68901,SKU-DEL-XPS15-9530,Drifting Analog Stick,Carbon Fiber Palmrest,2022-03-12,Screen Assembly Swapped,362.27
CUST-93627,SKU-DEL-XPS15-9530,Drifting Analog Stick,4K OLED Touch Display,2023-04-10,Refurbished Board Soldered,25.46
CUST-91290,SKU-BOS-WASH-SER8,Thermal Throttling / Overheating,Digital Touch Control Board,2023-09-27,Battery Replacement,219.5
CUST-34886,SKU-SON-WH1000-M5,Screen Flicker / Dead Pixels,Soft Fit Leather Earpads,2023-07-06,Claim Rejected - User Damage,58.58
CUST-63713,SKU-BOS-WASH-SER8,Drifting Analog Stick,Digital Touch Control Board,2023-09-20,Screen Assembly Swapped,89.27
CUST-27009,SKU-DYS-V15-DETECT,Screen Flicker / Dead Pixels,Hyperdymium Motor,2023-11-06,Component Cleaned & Re-calibrated,31.73
CUST-14170,SKU-SAM-GS23U-512,Logic Board Power Failure,Dynamic AMOLED 2X Screen,2023-05-13,Battery Replacement,70.8
CUST-43546,SKU-CAN-EOS-R6M2,Physical Port Corruption,EVF Display Module,2023-10-01,Component Cleaned & Re-calibrated,381.97
CUST-37359,SKU-APP-IP14P-256,Logic Board Power Failure,A16 Bionic Logic Board,2022-03-14,Component Cleaned & Re-calibrated,28.44
CUST-64519,SKU-NIN-SWITCH-OLED,Physical Port Corruption,7-inch OLED Display,2022-03-04,Claim Rejected - User Damage,46.29
CUST-19225,SKU-DYS-V15-DETECT,Water Seal Compromise,Hyperdymium Motor,2023-06-26,Refurbished Board Soldered,29.11
CUST-40279,SKU-DEL-XPS15-9530,Logic Board Power Failure,Intel i9-13900H Board,2022-04-10,Component Cleaned & Re-calibrated,89.28
CUST-84714,SKU-BOS-WASH-SER8,Logic Board Power Failure,Digital Touch Control Board,2023-06-23,Screen Assembly Swapped,174.11
CUST-85571,SKU-SAM-GS23U-512,Drifting Analog Stick,200MP Camera Sensor,2022-04-19,Unit Replaced Under Warranty,208.14
CUST-82085,SKU-DYS-V15-DETECT,Wireless Connectivity Loss,7-cell Click-in Battery,2022-06-20,Battery Replacement,105.04
CUST-88632,SKU-LG-OLED65-C3,Camera Sensor Artifacts,Magical Remote Sensor,2022-06-11,Claim Rejected - User Damage,261.52
CUST-64046,SKU-NIN-SWITCH-OLED,Camera Sensor Artifacts,Joy-Con Rail Controls,2022-11-29,Component Cleaned & Re-calibrated,74.85
CUST-59160,SKU-LG-OLED65-C3,Water Seal Compromise,40W 2.2 Ch Speaker Array,2023-07-31,Screen Assembly Swapped,266.71
CUST-10025,SKU-BOS-WASH-SER8,Camera Sensor Artifacts,AquaStop Safety Valve,2023-04-04,Unit Replaced Under Warranty,242.88
CUST-49562,SKU-APP-IP14P-256,Water Seal Compromise,A16 Bionic Logic Board,2023-06-15,Battery Replacement,60.53
CUST-46170,SKU-APP-IP14P-256,Logic Board Power Failure,A16 Bionic Logic Board,2022-11-19,Screen Assembly Swapped,30.71
CUST-14946,SKU-BOS-WASH-SER8,Drifting Analog Stick,Heavy Weight Ballast Block,2023-08-09,Component Cleaned & Re-calibrated,60.12
CUST-86304,SKU-NIN-SWITCH-OLED,Thermal Throttling / Overheating,Joy-Con Rail Controls,2022-09-29,Screen Assembly Swapped,46.66
